ROUND;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108
USERGRP122;2;2;2;2;1;3;3;2;1;1;3;2;3;3;3;2;3;2;1;1;3;3;3;1;1;2;2;1;2;2;1;1;3;2;1;1;2;3;2;3;2;1;1;1;1;3;3;1;2;1;3;3;1;2;3;1;1;1;1;1;2;2;3;2;2;3;3;1;2;3;1;1;3;3;1;1;3;3;1;1;3;1;1;2;2;3;3;2;2;1;3;2;3;2;3;1;2;2;3;2;3;3;2;2;2;3;3;1
USERGRP123;3;1;3;3;3;2;3;3;1;1;1;1;1;2;3;1;1;2;3;2;3;1;3;2;3;3;1;3;2;3;1;1;1;3;3;1;2;2;2;2;1;3;3;2;1;1;3;2;3;3;3;2;3;2;1;1;3;3;3;1;1;2;2;1;2;2;1;1;3;2;1;1;2;3;2;3;2;1;1;1;1;3;3;1;2;1;3;3;1;2;3;1;1;1;1;1;2;2;3;2;2;3;3;1;2;3;1;1
USERGRP124;3;1;1;3;1;2;1;3;2;3;2;1;2;1;1;3;3;3;2;3;1;2;2;1;1;1;3;1;2;3;1;2;1;2;1;1;3;1;3;3;3;2;3;3;1;1;1;1;1;2;3;1;1;2;3;2;3;1;3;2;3;3;1;3;2;3;1;1;1;3;3;1;2;2;2;2;1;3;3;2;1;1;3;2;3;3;3;2;3;2;1;1;3;3;3;1;1;2;2;1;2;2;1;1;3;2;1;1
USERGRP125;1;1;2;1;2;1;2;3;2;3;2;2;3;3;3;3;3;2;3;2;1;2;2;1;2;3;1;3;1;3;1;1;3;2;3;3;3;1;1;3;1;2;1;3;2;3;2;1;2;1;1;3;3;3;2;3;1;2;2;1;1;1;3;1;2;3;1;2;1;2;1;1;3;1;3;3;3;2;3;3;1;1;1;1;1;2;3;1;1;2;3;2;3;1;3;2;3;3;1;3;2;3;1;1;1;3;3;1
USERGRP126;1;2;1;3;1;3;2;1;2;2;1;2;3;2;2;2;2;2;1;3;3;1;2;1;3;2;2;3;1;3;1;3;1;1;3;2;1;1;2;1;2;1;2;3;2;3;2;2;3;3;3;3;3;2;3;2;1;2;2;1;2;3;1;3;1;3;1;1;3;2;3;3;3;1;1;3;1;2;1;3;2;3;2;1;2;1;1;3;3;3;2;3;1;2;2;1;1;1;3;1;2;3;1;2;1;2;1;1
USERGRP127;2;2;2;3;1;3;2;2;1;1;1;1;2;2;1;1;1;2;2;3;1;1;3;3;3;2;3;3;2;3;2;1;3;2;2;3;1;2;1;3;1;3;2;1;2;2;1;2;3;2;2;2;2;2;1;3;3;1;2;1;3;2;2;3;1;3;1;3;1;1;3;2;1;1;2;1;2;1;2;3;2;3;2;2;3;3;3;3;3;2;3;2;1;2;2;1;2;3;1;3;1;3;1;1;3;2;3;3
USERGRP128;3;3;1;3;2;3;3;3;1;3;3;3;1;2;1;2;3;2;3;2;3;2;3;3;2;1;2;2;1;3;2;2;2;2;3;2;2;2;2;3;1;3;2;2;1;1;1;1;2;2;1;1;1;2;2;3;1;1;3;3;3;2;3;3;2;3;2;1;3;2;2;3;1;2;1;3;1;3;2;1;2;2;1;2;3;2;2;2;2;2;1;3;3;1;2;1;3;2;2;3;1;3;1;3;1;1;3;2
USERGRP129;2;2;2;2;2;1;1;3;1;3;2;3;2;3;2;1;1;2;2;1;3;1;2;2;1;2;1;3;3;2;3;2;1;2;2;2;3;3;1;3;2;3;3;3;1;3;3;3;1;2;1;2;3;2;3;2;3;2;3;3;2;1;2;2;1;3;2;2;2;2;3;2;2;2;2;3;1;3;2;2;1;1;1;1;2;2;1;1;1;2;2;3;1;1;3;3;3;2;3;3;2;3;2;1;3;2;2;3
USERGRP130;3;3;1;1;3;1;1;3;3;2;2;1;3;3;3;1;3;2;3;2;3;2;3;1;3;1;3;1;3;1;2;2;1;3;1;2;2;2;2;2;2;1;1;3;1;3;2;3;2;3;2;1;1;2;2;1;3;1;2;2;1;2;1;3;3;2;3;2;1;2;2;2;3;3;1;3;2;3;3;3;1;3;3;3;1;2;1;2;3;2;3;2;3;2;3;3;2;1;2;2;1;3;2;2;2;2;3;2
USERGRP131;2;2;3;3;3;1;1;2;3;2;1;3;1;1;3;1;1;1;3;1;2;1;3;3;3;1;3;2;3;1;2;3;2;3;2;1;3;3;1;1;3;1;1;3;3;2;2;1;3;3;3;1;3;2;3;2;3;2;3;1;3;1;3;1;3;1;2;2;1;3;1;2;2;2;2;2;2;1;1;3;1;3;2;3;2;3;2;1;1;2;2;1;3;1;2;2;1;2;1;3;3;2;3;2;1;2;2;2
USERGRP132;2;2;1;3;2;3;1;3;1;2;2;3;1;1;1;1;3;3;2;3;3;1;3;1;2;1;2;1;3;2;3;2;1;1;1;1;2;2;3;3;3;1;1;2;3;2;1;3;1;1;3;1;1;1;3;1;2;1;3;3;3;1;3;2;3;1;2;3;2;3;2;1;3;3;1;1;3;1;1;3;3;2;2;1;3;3;3;1;3;2;3;2;3;2;3;1;3;1;3;1;3;1;2;2;1;3;1;2
USERGRP133;2;3;3;2;2;3;1;1;1;2;2;2;3;1;3;1;1;1;1;2;3;3;2;2;2;1;1;2;3;1;2;2;1;2;3;1;2;2;1;3;2;3;1;3;1;2;2;3;1;1;1;1;3;3;2;3;3;1;3;1;2;1;2;1;3;2;3;2;1;1;1;1;2;2;3;3;3;1;1;2;3;2;1;3;1;1;3;1;1;1;3;1;2;1;3;3;3;1;3;2;3;1;2;3;2;3;2;1
USERGRP134;3;1;2;1;3;1;1;2;2;3;3;3;1;3;1;1;3;1;1;2;1;2;2;3;1;3;3;2;1;3;2;1;3;3;1;2;2;3;3;2;2;3;1;1;1;2;2;2;3;1;3;1;1;1;1;2;3;3;2;2;2;1;1;2;3;1;2;2;1;2;3;1;2;2;1;3;2;3;1;3;1;2;2;3;1;1;1;1;3;3;2;3;3;1;3;1;2;1;2;1;3;2;3;2;1;1;1;1
USERGRP135;2;1;1;2;2;1;3;1;3;2;2;1;1;2;3;3;3;1;1;3;1;3;3;1;1;2;1;3;3;2;2;3;2;3;1;3;3;1;2;1;3;1;1;2;2;3;3;3;1;3;1;1;3;1;1;2;1;2;2;3;1;3;3;2;1;3;2;1;3;3;1;2;2;3;3;2;2;3;1;1;1;2;2;2;3;1;3;1;1;1;1;2;3;3;2;2;2;1;1;2;3;1;2;2;1;2;3;1
USERGRP136;3;3;3;2;3;2;3;1;1;3;3;1;3;2;2;2;3;3;2;1;1;3;2;3;2;2;3;3;2;3;3;1;1;2;1;1;2;1;1;2;2;1;3;1;3;2;2;1;1;2;3;3;3;1;1;3;1;3;3;1;1;2;1;3;3;2;2;3;2;3;1;3;3;1;2;1;3;1;1;2;2;3;3;3;1;3;1;1;3;1;1;2;1;2;2;3;1;3;3;2;1;3;2;1;3;3;1;2
USERGRP137;3;3;2;2;1;1;2;2;3;1;1;1;1;3;1;3;2;1;1;1;1;3;1;3;3;2;2;2;3;2;3;2;2;2;3;2;3;3;3;2;3;2;3;1;1;3;3;1;3;2;2;2;3;3;2;1;1;3;2;3;2;2;3;3;2;3;3;1;1;2;1;1;2;1;1;2;2;1;3;1;3;2;2;1;1;2;3;3;3;1;1;3;1;3;3;1;1;2;1;3;3;2;2;3;2;3;1;3
USERGRP138;3;2;2;3;3;3;1;1;1;3;1;2;3;2;2;3;3;3;2;1;3;3;3;2;3;2;2;2;2;1;1;3;3;1;3;3;3;3;2;2;1;1;2;2;3;1;1;1;1;3;1;3;2;1;1;1;1;3;1;3;3;2;2;2;3;2;3;2;2;2;3;2;3;3;3;2;3;2;3;1;1;3;3;1;3;2;2;2;3;3;2;1;1;3;2;3;2;2;3;3;2;3;3;1;1;2;1;1
USERGRP139;1;1;2;1;3;1;2;3;1;2;2;2;1;2;1;3;1;1;2;2;1;3;2;1;1;1;2;2;2;1;1;3;1;2;3;1;3;2;2;3;3;3;1;1;1;3;1;2;3;2;2;3;3;3;2;1;3;3;3;2;3;2;2;2;2;1;1;3;3;1;3;3;3;3;2;2;1;1;2;2;3;1;1;1;1;3;1;3;2;1;1;1;1;3;1;3;3;2;2;2;3;2;3;2;2;2;3;2
USERGRP140;2;2;3;3;3;2;2;1;2;2;1;3;1;3;2;1;3;1;1;1;1;2;1;3;2;1;3;1;2;1;2;2;1;2;3;3;1;1;2;1;3;1;2;3;1;2;2;2;1;2;1;3;1;1;2;2;1;3;2;1;1;1;2;2;2;1;1;3;1;2;3;1;3;2;2;3;3;3;1;1;1;3;1;2;3;2;2;3;3;3;2;1;3;3;3;2;3;2;2;2;2;1;1;3;3;1;3;3
USERGRP141;1;3;2;3;3;3;2;2;3;1;1;3;1;2;1;2;2;1;2;2;1;2;3;1;2;3;3;2;1;1;3;3;2;3;2;2;2;2;3;3;3;2;2;1;2;2;1;3;1;3;2;1;3;1;1;1;1;2;1;3;2;1;3;1;2;1;2;2;1;2;3;3;1;1;2;1;3;1;2;3;1;2;2;2;1;2;1;3;1;1;2;2;1;3;2;1;1;1;2;2;2;1;1;3;1;2;3;1
USERGRP142;2;3;1;1;2;3;3;2;1;3;2;2;1;3;3;3;3;1;3;2;2;3;3;3;1;2;3;2;3;3;1;1;1;3;1;1;1;3;2;3;3;3;2;2;3;1;1;3;1;2;1;2;2;1;2;2;1;2;3;1;2;3;3;2;1;1;3;3;2;3;2;2;2;2;3;3;3;2;2;1;2;2;1;3;1;3;2;1;3;1;1;1;1;2;1;3;2;1;3;1;2;1;2;2;1;2;3;3
USERGRP143;1;2;3;3;3;3;2;1;1;2;2;1;3;2;1;2;3;3;2;3;3;2;2;1;3;3;2;3;1;3;3;2;2;1;2;1;2;3;1;1;2;3;3;2;1;3;2;2;1;3;3;3;3;1;3;2;2;3;3;3;1;2;3;2;3;3;1;1;1;3;1;1;1;3;2;3;3;3;2;2;3;1;1;3;1;2;1;2;2;1;2;2;1;2;3;1;2;3;3;2;1;1;3;3;2;3;2;2
USERGRP144;3;2;2;3;3;3;1;1;3;1;3;3;2;2;2;2;2;2;2;3;1;1;1;1;1;1;2;3;3;1;2;1;2;2;1;3;1;2;3;3;3;3;2;1;1;2;2;1;3;2;1;2;3;3;2;3;3;2;2;1;3;3;2;3;1;3;3;2;2;1;2;1;2;3;1;1;2;3;3;2;1;3;2;2;1;3;3;3;3;1;3;2;2;3;3;3;1;2;3;2;3;3;1;1;1;3;1;1
USERGRP145;1;2;3;3;1;1;3;1;2;3;2;3;3;3;2;3;3;1;1;1;2;3;1;2;3;1;1;1;3;2;1;2;2;3;3;3;3;2;2;3;3;3;1;1;3;1;3;3;2;2;2;2;2;2;2;3;1;1;1;1;1;1;2;3;3;1;2;1;2;2;1;3;1;2;3;3;3;3;2;1;1;2;2;1;3;2;1;2;3;3;2;3;3;2;2;1;3;3;2;3;1;3;3;2;2;1;2;1
USERGRP146;1;3;1;1;1;2;2;1;1;1;3;1;2;1;1;3;3;1;1;2;3;3;2;1;1;1;1;2;1;2;1;2;2;1;1;3;1;2;3;3;1;1;3;1;2;3;2;3;3;3;2;3;3;1;1;1;2;3;1;2;3;1;1;1;3;2;1;2;2;3;3;3;3;2;2;3;3;3;1;1;3;1;3;3;2;2;2;2;2;2;2;3;1;1;1;1;1;1;2;3;3;1;2;1;2;2;1;3
USERGRP147;2;1;2;1;3;1;2;2;3;3;3;2;1;3;1;2;1;2;1;3;3;1;3;3;1;2;2;1;1;1;1;1;1;3;3;1;1;3;1;1;1;2;2;1;1;1;3;1;2;1;1;3;3;1;1;2;3;3;2;1;1;1;1;2;1;2;1;2;2;1;1;3;1;2;3;3;1;1;3;1;2;3;2;3;3;3;2;3;3;1;1;1;2;3;1;2;3;1;1;1;3;2;1;2;2;3;3;3
USERGRP148;3;3;1;3;1;2;3;3;3;3;1;1;2;1;1;3;2;2;1;3;3;3;1;2;3;1;3;3;1;1;1;2;2;2;3;1;2;1;2;1;3;1;2;2;3;3;3;2;1;3;1;2;1;2;1;3;3;1;3;3;1;2;2;1;1;1;1;1;1;3;3;1;1;3;1;1;1;2;2;1;1;1;3;1;2;1;1;3;3;1;1;2;3;3;2;1;1;1;1;2;1;2;1;2;2;1;1;3
USERGRP149;1;2;1;2;1;2;1;1;3;1;1;3;1;1;1;2;3;2;1;3;3;2;3;2;3;3;2;1;3;2;2;3;2;2;2;3;3;3;1;3;1;2;3;3;3;3;1;1;2;1;1;3;2;2;1;3;3;3;1;2;3;1;3;3;1;1;1;2;2;2;3;1;2;1;2;1;3;1;2;2;3;3;3;2;1;3;1;2;1;2;1;3;3;1;3;3;1;2;2;1;1;1;1;1;1;3;3;1
USERGRP150;3;1;2;3;3;2;3;1;1;3;3;3;2;1;3;2;1;3;3;3;2;2;2;3;2;2;2;2;1;1;1;3;3;1;1;2;1;2;1;2;1;2;1;1;3;1;1;3;1;1;1;2;3;2;1;3;3;2;3;2;3;3;2;1;3;2;2;3;2;2;2;3;3;3;1;3;1;2;3;3;3;3;1;1;2;1;1;3;2;2;1;3;3;3;1;2;3;1;3;3;1;1;1;2;2;2;3;1
USERGRP151;1;2;3;2;2;2;2;2;2;2;2;1;1;1;3;2;1;3;2;1;3;3;2;2;1;2;1;3;2;2;3;1;3;1;1;1;3;1;2;3;3;2;3;1;1;3;3;3;2;1;3;2;1;3;3;3;2;2;2;3;2;2;2;2;1;1;1;3;3;1;1;2;1;2;1;2;1;2;1;1;3;1;1;3;1;1;1;2;3;2;1;3;3;2;3;2;3;3;2;1;3;2;2;3;2;2;2;3
USERGRP152;2;2;3;3;3;2;2;2;3;3;3;2;2;3;2;3;2;1;3;3;1;3;2;1;1;3;2;3;1;2;2;2;1;2;3;3;1;2;3;2;2;2;2;2;2;2;2;1;1;1;3;2;1;3;2;1;3;3;2;2;1;2;1;3;2;2;3;1;3;1;1;1;3;1;2;3;3;2;3;1;1;3;3;3;2;1;3;2;1;3;3;3;2;2;2;3;2;2;2;2;1;1;1;3;3;1;1;2
USERGRP153;3;2;1;1;3;1;1;3;3;1;2;3;1;3;1;3;1;2;3;3;3;2;2;3;3;3;1;2;3;1;3;2;2;1;2;1;2;2;3;3;3;2;2;2;3;3;3;2;2;3;2;3;2;1;3;3;1;3;2;1;1;3;2;3;1;2;2;2;1;2;3;3;1;2;3;2;2;2;2;2;2;2;2;1;1;1;3;2;1;3;2;1;3;3;2;2;1;2;1;3;2;2;3;1;3;1;1;1
USERGRP154;3;2;2;1;3;1;1;2;3;2;3;3;2;3;3;2;2;2;3;1;1;1;1;3;3;2;1;2;1;2;3;2;1;3;1;2;3;2;1;1;3;1;1;3;3;1;2;3;1;3;1;3;1;2;3;3;3;2;2;3;3;3;1;2;3;1;3;2;2;1;2;1;2;2;3;3;3;2;2;2;3;3;3;2;2;3;2;3;2;1;3;3;1;3;2;1;1;3;2;3;1;2;2;2;1;2;3;3
USERGRP155;1;2;3;1;1;3;1;3;1;3;2;1;3;1;1;3;3;2;2;2;3;2;3;3;2;3;1;3;1;1;2;1;3;1;2;1;3;2;2;1;3;1;1;2;3;2;3;3;2;3;3;2;2;2;3;1;1;1;1;3;3;2;1;2;1;2;3;2;1;3;1;2;3;2;1;1;3;1;1;3;3;1;2;3;1;3;1;3;1;2;3;3;3;2;2;3;3;3;1;2;3;1;3;2;2;1;2;1
USERGRP156;1;2;1;3;1;2;1;1;1;2;3;2;3;2;2;3;2;2;3;1;3;2;2;1;3;1;1;1;2;3;2;2;2;2;3;2;1;2;3;1;1;3;1;3;1;3;2;1;3;1;1;3;3;2;2;2;3;2;3;3;2;3;1;3;1;1;2;1;3;1;2;1;3;2;2;1;3;1;1;2;3;2;3;3;2;3;3;2;2;2;3;1;1;1;1;3;3;2;1;2;1;2;3;2;1;3;1;2
USERGRP157;3;3;3;3;3;2;3;3;2;1;1;2;2;3;2;1;3;2;1;1;2;2;3;3;3;3;1;3;1;2;3;2;1;1;1;3;1;2;1;3;1;2;1;1;1;2;3;2;3;2;2;3;2;2;3;1;3;2;2;1;3;1;1;1;2;3;2;2;2;2;3;2;1;2;3;1;1;3;1;3;1;3;2;1;3;1;1;3;3;2;2;2;3;2;3;3;2;3;1;3;1;1;2;1;3;1;2;1
USERGRP158;1;3;3;2;1;2;3;1;1;3;1;1;3;3;1;2;3;2;2;1;2;1;1;3;3;2;1;2;3;3;3;1;2;2;2;2;3;3;3;3;3;2;3;3;2;1;1;2;2;3;2;1;3;2;1;1;2;2;3;3;3;3;1;3;1;2;3;2;1;1;1;3;1;2;1;3;1;2;1;1;1;2;3;2;3;2;2;3;2;2;3;1;3;2;2;1;3;1;1;1;2;3;2;2;2;2;3;2
USERGRP159;2;2;3;2;3;1;3;2;1;3;2;1;3;1;3;2;2;2;2;3;2;1;2;1;2;2;3;3;3;2;1;2;2;1;1;2;1;3;3;2;1;2;3;1;1;3;1;1;3;3;1;2;3;2;2;1;2;1;1;3;3;2;1;2;3;3;3;1;2;2;2;2;3;3;3;3;3;2;3;3;2;1;1;2;2;3;2;1;3;2;1;1;2;2;3;3;3;3;1;3;1;2;3;2;1;1;1;3
USERGRP160;1;2;1;3;1;2;3;1;1;2;2;3;3;1;3;2;2;2;2;3;2;3;2;1;2;1;2;3;3;1;1;1;2;3;1;1;2;2;3;2;3;1;3;2;1;3;2;1;3;1;3;2;2;2;2;3;2;1;2;1;2;2;3;3;3;2;1;2;2;1;1;2;1;3;3;2;1;2;3;1;1;3;1;1;3;3;1;2;3;2;2;1;2;1;1;3;3;2;1;2;3;3;3;1;2;2;2;2
USERGRP161;2;3;3;2;3;2;1;3;3;3;1;1;1;1;1;1;3;2;1;3;2;1;3;3;2;2;1;3;3;1;3;3;1;3;1;2;1;2;1;3;1;2;3;1;1;2;2;3;3;1;3;2;2;2;2;3;2;3;2;1;2;1;2;3;3;1;1;1;2;3;1;1;2;2;3;2;3;1;3;2;1;3;2;1;3;1;3;2;2;2;2;3;2;1;2;1;2;2;3;3;3;2;1;2;2;1;1;2
USERGRP162;2;3;3;1;2;3;1;2;1;1;1;1;2;2;2;2;1;2;2;3;3;1;3;3;2;3;3;1;3;3;3;2;1;3;2;1;2;3;3;2;3;2;1;3;3;3;1;1;1;1;1;1;3;2;1;3;2;1;3;3;2;2;1;3;3;1;3;3;1;3;1;2;1;2;1;3;1;2;3;1;1;2;2;3;3;1;3;2;2;2;2;3;2;3;2;1;2;1;2;3;3;1;1;1;2;3;1;1
USERGRP163;2;3;1;3;3;3;2;1;1;3;1;3;1;2;3;2;1;1;3;3;1;2;3;1;2;1;2;3;1;1;3;1;2;3;3;2;2;3;3;1;2;3;1;2;1;1;1;1;2;2;2;2;1;2;2;3;3;1;3;3;2;3;3;1;3;3;3;2;1;3;2;1;2;3;3;2;3;2;1;3;3;3;1;1;1;1;1;1;3;2;1;3;2;1;3;3;2;2;1;3;3;1;3;3;1;3;1;2
USERGRP164;2;3;1;3;3;1;1;1;1;3;3;1;1;3;1;3;1;1;2;1;1;2;3;3;3;3;3;1;1;1;2;2;2;2;1;1;2;3;1;3;3;3;2;1;1;3;1;3;1;2;3;2;1;1;3;3;1;2;3;1;2;1;2;3;1;1;3;1;2;3;3;2;2;3;3;1;2;3;1;2;1;1;1;1;2;2;2;2;1;2;2;3;3;1;3;3;2;3;3;1;3;3;3;2;1;3;2;1
USERGRP165;2;2;3;2;3;3;3;3;2;3;3;3;2;3;2;3;1;2;2;2;2;1;2;1;1;3;3;2;3;3;3;2;1;3;2;1;2;3;1;3;3;1;1;1;1;3;3;1;1;3;1;3;1;1;2;1;1;2;3;3;3;3;3;1;1;1;2;2;2;2;1;1;2;3;1;3;3;3;2;1;1;3;1;3;1;2;3;2;1;1;3;3;1;2;3;1;2;1;2;3;1;1;3;1;2;3;3;2
USERGRP166;1;1;1;2;1;2;3;1;2;1;2;1;2;1;3;3;1;2;3;2;2;3;1;1;3;2;2;1;3;1;1;2;2;2;1;2;2;2;3;2;3;3;3;3;2;3;3;3;2;3;2;3;1;2;2;2;2;1;2;1;1;3;3;2;3;3;3;2;1;3;2;1;2;3;1;3;3;1;1;1;1;3;3;1;1;3;1;3;1;1;2;1;1;2;3;3;3;3;3;1;1;1;2;2;2;2;1;1
USERGRP167;1;2;1;3;2;2;1;2;2;2;3;1;2;2;3;1;2;2;2;1;3;3;1;1;3;1;2;3;1;3;3;3;1;3;3;1;1;1;1;2;1;2;3;1;2;1;2;1;2;1;3;3;1;2;3;2;2;3;1;1;3;2;2;1;3;1;1;2;2;2;1;2;2;2;3;2;3;3;3;3;2;3;3;3;2;3;2;3;1;2;2;2;2;1;2;1;1;3;3;2;3;3;3;2;1;3;2;1
USERGRP168;1;1;3;3;3;2;1;3;2;1;3;1;2;3;3;1;2;1;1;2;2;2;1;2;3;3;3;1;3;2;2;3;2;1;1;1;1;2;1;3;2;2;1;2;2;2;3;1;2;2;3;1;2;2;2;1;3;3;1;1;3;1;2;3;1;3;3;3;1;3;3;1;1;1;1;2;1;2;3;1;2;1;2;1;2;1;3;3;1;2;3;2;2;3;1;1;3;2;2;1;3;1;1;2;2;2;1;2
USERGRP169;1;1;2;1;1;1;3;3;2;1;1;2;2;1;3;2;1;3;3;3;3;3;2;2;1;3;3;3;2;3;3;2;2;2;3;2;1;1;3;3;3;2;1;3;2;1;3;1;2;3;3;1;2;1;1;2;2;2;1;2;3;3;3;1;3;2;2;3;2;1;1;1;1;2;1;3;2;2;1;2;2;2;3;1;2;2;3;1;2;2;2;1;3;3;1;1;3;1;2;3;1;3;3;3;1;3;3;1
USERGRP170;3;1;3;3;1;2;3;2;1;3;1;3;3;2;2;3;2;2;1;1;2;3;3;2;2;2;1;1;1;3;1;3;2;2;1;1;1;1;2;1;1;1;3;3;2;1;1;2;2;1;3;2;1;3;3;3;3;3;2;2;1;3;3;3;2;3;3;2;2;2;3;2;1;1;3;3;3;2;1;3;2;1;3;1;2;3;3;1;2;1;1;2;2;2;1;2;3;3;3;1;3;2;2;3;2;1;1;1
USERGRP171;3;2;2;2;1;2;3;1;1;2;1;1;3;3;2;1;2;1;3;1;3;1;2;2;2;3;1;1;2;1;3;3;2;1;3;1;3;1;3;3;1;2;3;2;1;3;1;3;3;2;2;3;2;2;1;1;2;3;3;2;2;2;1;1;1;3;1;3;2;2;1;1;1;1;2;1;1;1;3;3;2;1;1;2;2;1;3;2;1;3;3;3;3;3;2;2;1;3;3;3;2;3;3;2;2;2;3;2
USERGRP172;1;1;3;1;3;1;1;1;2;3;2;1;1;3;3;3;2;2;2;2;2;3;1;2;2;2;2;3;3;2;1;2;2;1;2;1;3;2;2;2;1;2;3;1;1;2;1;1;3;3;2;1;2;1;3;1;3;1;2;2;2;3;1;1;2;1;3;3;2;1;3;1;3;1;3;3;1;2;3;2;1;3;1;3;3;2;2;3;2;2;1;1;2;3;3;2;2;2;1;1;1;3;1;3;2;2;1;1
USERGRP173;3;3;2;3;1;3;3;2;1;1;2;1;3;3;3;2;3;3;2;2;2;1;2;2;1;3;3;2;2;2;2;1;3;1;3;2;1;1;3;1;3;1;1;1;2;3;2;1;1;3;3;3;2;2;2;2;2;3;1;2;2;2;2;3;3;2;1;2;2;1;2;1;3;2;2;2;1;2;3;1;1;2;1;1;3;3;2;1;2;1;3;1;3;1;2;2;2;3;1;1;2;1;3;3;2;1;3;1
USERGRP174;3;2;2;2;1;1;3;3;1;3;3;2;1;3;2;1;3;2;1;2;2;2;2;1;1;2;2;1;2;3;2;1;3;3;1;2;3;3;2;3;1;3;3;2;1;1;2;1;3;3;3;2;3;3;2;2;2;1;2;2;1;3;3;2;2;2;2;1;3;1;3;2;1;1;3;1;3;1;1;1;2;3;2;1;1;3;3;3;2;2;2;2;2;3;1;2;2;2;2;3;3;2;1;2;2;1;2;1
USERGRP175;2;1;1;3;2;3;1;1;3;3;1;2;2;1;2;3;2;1;3;1;2;1;1;1;2;3;2;1;3;2;2;2;2;3;1;2;3;2;2;2;1;1;3;3;1;3;3;2;1;3;2;1;3;2;1;2;2;2;2;1;1;2;2;1;2;3;2;1;3;3;1;2;3;3;2;3;1;3;3;2;1;1;2;1;3;3;3;2;3;3;2;2;2;1;2;2;1;3;3;2;2;2;2;1;3;1;3;2
USERGRP176;2;2;3;3;2;3;3;2;3;1;2;3;3;1;2;3;2;1;3;1;1;3;3;2;1;1;2;2;2;3;2;2;1;2;3;2;2;1;1;3;2;3;1;1;3;3;1;2;2;1;2;3;2;1;3;1;2;1;1;1;2;3;2;1;3;2;2;2;2;3;1;2;3;2;2;2;1;1;3;3;1;3;3;2;1;3;2;1;3;2;1;2;2;2;2;1;1;2;2;1;2;3;2;1;3;3;1;2
USERGRP177;1;3;1;3;1;3;2;1;3;3;2;3;2;3;3;2;1;2;1;3;3;1;2;1;2;2;2;1;3;3;1;3;2;3;2;1;2;2;3;3;2;3;3;2;3;1;2;3;3;1;2;3;2;1;3;1;1;3;3;2;1;1;2;2;2;3;2;2;1;2;3;2;2;1;1;3;2;3;1;1;3;3;1;2;2;1;2;3;2;1;3;1;2;1;1;1;2;3;2;1;3;2;2;2;2;3;1;2
USERGRP178;2;1;2;1;2;3;3;2;1;3;2;1;3;2;3;2;3;1;3;1;2;2;1;3;2;2;3;2;2;1;3;2;2;3;2;2;1;3;1;3;1;3;2;1;3;3;2;3;2;3;3;2;1;2;1;3;3;1;2;1;2;2;2;1;3;3;1;3;2;3;2;1;2;2;3;3;2;3;3;2;3;1;2;3;3;1;2;3;2;1;3;1;1;3;3;2;1;1;2;2;2;3;2;2;1;2;3;2
USERGRP179;2;2;3;1;1;3;3;3;2;2;2;3;1;2;2;3;2;1;1;2;2;1;3;3;3;3;3;1;3;3;2;3;2;3;2;1;2;1;2;1;2;3;3;2;1;3;2;1;3;2;3;2;3;1;3;1;2;2;1;3;2;2;3;2;2;1;3;2;2;3;2;2;1;3;1;3;1;3;2;1;3;3;2;3;2;3;3;2;1;2;1;3;3;1;2;1;2;2;2;1;3;3;1;3;2;3;2;1
USERGRP180;3;1;2;3;2;1;1;2;3;1;1;2;1;2;1;2;3;3;1;1;3;3;1;3;1;3;3;3;1;3;2;3;1;2;3;2;2;2;3;1;1;3;3;3;2;2;2;3;1;2;2;3;2;1;1;2;2;1;3;3;3;3;3;1;3;3;2;3;2;3;2;1;2;1;2;1;2;3;3;2;1;3;2;1;3;2;3;2;3;1;3;1;2;2;1;3;2;2;3;2;2;1;3;2;2;3;2;2
USERGRP181;2;1;1;1;2;1;1;3;1;2;1;3;3;1;2;3;2;2;2;3;2;1;2;1;2;2;1;1;1;2;1;1;2;2;1;2;3;1;2;3;2;1;1;2;3;1;1;2;1;2;1;2;3;3;1;1;3;3;1;3;1;3;3;3;1;3;2;3;1;2;3;2;2;2;3;1;1;3;3;3;2;2;2;3;1;2;2;3;2;1;1;2;2;1;3;3;3;3;3;1;3;3;2;3;2;3;2;1
USERGRP182;1;3;1;1;1;1;3;3;2;3;1;2;1;3;2;2;1;3;3;3;3;2;3;3;1;3;2;3;1;3;1;3;2;3;3;2;2;1;1;1;2;1;1;3;1;2;1;3;3;1;2;3;2;2;2;3;2;1;2;1;2;2;1;1;1;2;1;1;2;2;1;2;3;1;2;3;2;1;1;2;3;1;1;2;1;2;1;2;3;3;1;1;3;3;1;3;1;3;3;3;1;3;2;3;1;2;3;2
